접수일자,data_split,접수지역,접수통수,요일,제1기분 자동차세,재산세(건축),정기분 주민세,주민세(사업소분),재산세(토지),제2기분 자동차세,사회보험료 통합,event_count,is_event,month,day,weekday_월,weekday_화,weekday_수,weekday_목,weekday_금,weekday_토,weekday_일,days_since_prev,lag_1,lag_5,rolling_mean_5,rolling_mean_20
2025-10-02,train,대전광역시,93729,목,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,0,0,1,38712.0,42174.0,34889.4,85664.35
2025-10-10,train,대전광역시,48628,금,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,8,93729.0,42933.0,45200.4,86943.75
2025-10-13,train,대전광역시,96501,월,0,0,0,0,0,0,0,0,0,10,13,1,0,0,0,0,0,0,3,48628.0,26511.0,46339.4,86509.7
2025-10-14,train,대전광역시,74471,화,0,0,0,0,0,0,0,0,0,10,14,0,1,0,0,0,0,0,1,96501.0,24117.0,60337.4,89457.4
2025-10-15,train,대전광역시,47407,수,0,0,0,0,0,0,0,0,0,10,15,0,0,1,0,0,0,0,1,74471.0,38712.0,70408.2,86415.45
2025-10-16,train,대전광역시,93781,목,0,0,0,0,0,0,0,0,0,10,16,0,0,0,1,0,0,0,1,47407.0,93729.0,72147.2,86986.2
2025-10-17,train,대전광역시,52408,금,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,1,0,0,1,93781.0,48628.0,72157.6,77625.15
2025-10-20,train,대전광역시,104227,월,0,0,0,0,0,0,0,0,0,10,20,1,0,0,0,0,0,0,3,52408.0,96501.0,72913.6,63340.0
2025-10-21,train,대전광역시,72767,화,0,0,0,0,0,0,1,1,1,10,21,0,1,0,0,0,0,0,1,104227.0,74471.0,74458.8,62813.95
2025-10-22,train,대전광역시,74161,수,0,0,0,0,0,0,1,1,1,10,22,0,0,1,0,0,0,0,1,72767.0,47407.0,74118.0,61028.1
2025-10-23,train,대전광역시,63466,목,0,0,0,0,0,0,1,1,1,10,23,0,0,0,1,0,0,0,1,74161.0,93781.0,79468.8,62855.7
2025-10-24,train,대전광역시,31558,금,0,0,0,0,0,0,1,1,1,10,24,0,0,0,0,1,0,0,1,63466.0,52408.0,73405.8,63144.95
2025-10-27,train,대전광역시,101412,월,0,0,0,0,0,0,0,0,0,10,27,1,0,0,0,0,0,0,3,31558.0,104227.0,69235.8,61302.05
2025-10-28,train,대전광역시,52949,화,0,0,0,0,0,0,0,0,0,10,28,0,1,0,0,0,0,0,1,101412.0,72767.0,68672.8,64784.95
2025-10-29,train,대전광역시,44356,수,0,0,0,0,0,0,0,0,0,10,29,0,0,1,0,0,0,0,1,52949.0,74161.0,64709.2,62874.8
2025-10-30,train,대전광역시,64424,목,0,0,0,0,0,0,0,0,0,10,30,0,0,0,1,0,0,0,1,44356.0,63466.0,58748.2,61313.4
2025-10-31,train,대전광역시,24566,금,0,0,0,0,0,0,0,0,0,10,31,0,0,0,0,1,0,0,1,64424.0,31558.0,58939.8,62425.9
2025-11-03,train,대전광역시,79719,월,0,0,0,0,0,0,0,0,0,11,3,1,0,0,0,0,0,0,3,24566.0,101412.0,57541.4,61507.55
2025-11-04,train,대전광역시,85746,화,0,0,0,0,0,0,0,0,0,11,4,0,1,0,0,0,0,0,1,79719.0,52949.0,53202.8,64167.95
2025-11-05,train,대전광역시,28485,수,0,0,0,0,0,0,0,0,0,11,5,0,0,1,0,0,0,0,1,85746.0,44356.0,59762.2,67249.4
2025-11-06,train,대전광역시,55717,목,0,0,0,0,0,0,0,0,0,11,6,0,0,0,1,0,0,0,1,28485.0,64424.0,56588.0,66738.05
2025-11-07,train,대전광역시,35889,금,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,1,0,0,1,55717.0,24566.0,54846.6,64837.45
2025-11-10,train,대전광역시,110599,월,0,0,0,0,0,0,0,0,0,11,10,1,0,0,0,0,0,0,3,35889.0,79719.0,57111.2,64200.5
2025-11-11,train,대전광역시,45823,화,0,0,0,0,0,0,0,0,0,11,11,0,1,0,0,0,0,0,1,110599.0,85746.0,63287.2,64905.4
2025-11-12,train,대전광역시,82098,수,0,0,0,0,0,0,0,0,0,11,12,0,0,1,0,0,0,0,1,45823.0,28485.0,55302.6,63473.0
2025-11-13,train,대전광역시,93902,목,0,0,0,0,0,0,0,0,0,11,13,0,0,0,1,0,0,0,1,82098.0,55717.0,66025.2,65207.55
2025-11-14,train,대전광역시,54494,금,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,1,0,0,1,93902.0,35889.0,73662.2,65213.6
2025-11-17,train,대전광역시,85405,월,0,0,0,0,0,0,0,0,0,11,17,1,0,0,0,0,0,0,3,54494.0,110599.0,77383.2,65317.9
2025-11-18,train,대전광역시,71487,화,0,0,0,0,0,0,0,0,0,11,18,0,1,0,0,0,0,0,1,85405.0,45823.0,72344.4,64376.8
2025-11-19,train,대전광역시,33123,수,0,0,0,0,0,0,0,0,0,11,19,0,0,1,0,0,0,0,1,71487.0,82098.0,77477.2,64312.8
2025-11-20,train,대전광역시,85687,목,0,0,0,0,0,0,0,0,0,11,20,0,0,0,1,0,0,0,1,33123.0,93902.0,67682.2,62260.9
2025-11-21,train,대전광역시,27067,금,0,0,0,0,0,0,1,1,1,11,21,0,0,0,0,1,0,0,1,85687.0,54494.0,66039.2,63371.95
2025-11-24,train,대전광역시,80413,월,0,0,0,0,0,0,1,1,1,11,24,1,0,0,0,0,0,0,3,27067.0,85405.0,60553.8,63147.4
2025-11-25,train,대전광역시,68290,화,0,0,0,0,0,0,1,1,1,11,25,0,1,0,0,0,0,0,1,80413.0,71487.0,59555.4,62097.45
2025-11-26,train,대전광역시,71080,수,0,0,0,0,0,0,0,0,0,11,26,0,0,1,0,0,0,0,1,68290.0,33123.0,58916.0,62864.5
2025-11-27,train,대전광역시,51151,목,0,0,0,0,0,0,0,0,0,11,27,0,0,0,1,0,0,0,1,71080.0,85687.0,66507.4,64200.7
2025-11-28,train,대전광역시,33846,금,0,0,0,0,0,0,0,0,0,11,28,0,0,0,0,1,0,0,1,51151.0,27067.0,59600.2,63537.05
2025-12-01,train,대전광역시,77866,월,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,3,33846.0,80413.0,60956.0,64001.05
2025-12-02,train,대전광역시,56963,화,0,0,0,0,0,0,0,0,0,12,2,0,1,0,0,0,0,0,1,77866.0,68290.0,60446.6,63908.4
2025-12-03,train,대전광역시,78877,수,0,0,0,0,0,0,0,0,0,12,3,0,0,1,0,0,0,0,1,56963.0,71080.0,58181.2,62469.25
2025-12-04,train,대전광역시,38376,목,0,0,0,0,0,0,0,0,0,12,4,0,0,0,1,0,0,0,1,78877.0,51151.0,59740.6,64988.85
2025-12-05,train,대전광역시,29068,금,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,1,0,0,1,38376.0,33846.0,57185.6,64121.8
2025-12-08,train,대전광역시,93910,월,0,0,0,0,0,0,0,0,0,12,8,1,0,0,0,0,0,0,3,29068.0,77866.0,56230.0,63780.75
2025-12-09,train,대전광역시,30237,화,0,0,0,0,0,1,0,1,1,12,9,0,1,0,0,0,0,0,1,93910.0,56963.0,59438.8,62946.3
2025-12-10,train,대전광역시,103280,수,0,0,0,0,0,1,0,1,1,12,10,0,0,1,0,0,0,0,1,30237.0,78877.0,54093.6,62167.0
2025-12-11,train,대전광역시,220935,목,0,0,0,0,0,1,0,1,1,12,11,0,0,0,1,0,0,0,1,103280.0,38376.0,58974.2,63226.1
2025-12-12,train,대전광역시,115859,금,0,0,0,0,0,1,0,1,1,12,12,0,0,0,0,1,0,0,1,220935.0,29068.0,95486.0,69577.75
2025-12-15,train,대전광역시,161689,월,0,0,0,0,0,1,0,1,1,12,15,1,0,0,0,0,0,0,3,115859.0,93910.0,112844.2,72646.0
2025-12-16,train,대전광역시,97751,화,0,0,0,0,0,0,0,0,0,12,16,0,1,0,0,0,0,0,1,161689.0,30237.0,126400.0,76460.2
2025-12-17,train,대전광역시,102714,수,0,0,0,0,0,0,0,0,0,12,17,0,0,1,0,0,0,0,1,97751.0,103280.0,139902.8,77773.4
2025-12-18,train,대전광역시,135636,목,0,0,0,0,0,0,0,0,0,12,18,0,0,0,1,0,0,0,1,102714.0,220935.0,139789.6,81252.95
2025-12-19,train,대전광역시,105155,금,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,1,0,0,1,135636.0,115859.0,122729.8,83750.4
2025-12-22,train,대전광역시,66267,월,0,0,0,0,0,0,1,1,1,12,22,1,0,0,0,0,0,0,3,105155.0,161689.0,120589.0,87654.8
2025-12-23,train,대전광역시,65671,화,0,0,0,0,0,0,1,1,1,12,23,0,1,0,0,0,0,0,1,66267.0,97751.0,101504.6,86947.5
2025-12-24,train,대전광역시,55749,수,0,0,0,0,0,0,1,1,1,12,24,0,0,1,0,0,0,0,1,65671.0,102714.0,95088.6,86816.55
2025-12-26,train,대전광역시,74315,금,0,0,0,0,0,0,0,0,0,12,26,0,0,0,0,1,0,0,2,55749.0,135636.0,85695.6,86050.0
2025-12-29,train,대전광역시,61381,월,0,0,0,0,0,0,0,0,0,12,29,1,0,0,0,0,0,0,3,74315.0,105155.0,73431.4,87208.2
2025-12-30,train,대전광역시,52771,화,0,0,0,0,0,0,0,0,0,12,30,0,1,0,0,0,0,0,1,61381.0,66267.0,64676.6,88584.95
2025-12-31,train,대전광역시,54909,수,0,0,0,0,0,0,0,0,0,12,31,0,0,1,0,0,0,0,1,52771.0,65671.0,61977.4,87330.2
